FIPS,STATE,COUNTY,ARC,Geographic_Area_Name,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage o Less than 10,000","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)",Year,"Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill
42049,Pennsylvania,Erie,ARC,"Erie County, Pennsylvania",0.05 ,0.40 ,0.06 ,0.05 ,0.10 ,0.10 ,0.12 ,0.17 ,0.13 ,0.15 ,0.06 ,0.06 ,0.36 ,0.08 ,0.04 ,0.18 ,0.02 ,0.01 ,0.02 ,0.02 ,0.03 ,0.07 ,0.12 ,0.19 ,0.16 ,0.20 ,0.16 ,2022.00 ,Combined,4000,80,960
42051,Pennsylvania,Fayette,ARC,"Fayette County, Pennsylvania",0.07 ,0.45 ,0.07 ,0.07 ,0.10 ,0.10 ,0.13 ,0.17 ,0.13 ,0.15 ,0.06 ,0.04 ,0.42 ,0.09 ,0.05 ,0.23 ,0.02 ,0.02 ,0.04 ,0.04 ,0.04 ,0.09 ,0.13 ,0.17 ,0.15 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
42053,Pennsylvania,Forest,ARC,"Forest County, Pennsylvania",0.04 ,0.73 ,0.08 ,0.05 ,0.12 ,0.14 ,0.16 ,0.23 ,0.10 ,0.08 ,0.04 ,0.01 ,0.63 ,0.06 ,0.01 ,0.16 ,0.02 ,0.04 ,0.04 ,0.07 ,0.05 ,0.12 ,0.16 ,0.24 ,0.12 ,0.09 ,0.06 ,2022.00 ,Combined,4000,80,960
42057,Pennsylvania,Fulton,ARC,"Fulton County, Pennsylvania",0.04 ,0.41 ,0.04 ,0.05 ,0.09 ,0.10 ,0.12 ,0.18 ,0.14 ,0.19 ,0.07 ,0.03 ,0.43 ,0.05 ,0.03 ,0.14 ,0.02 ,0.01 ,0.04 ,0.03 ,0.05 ,0.08 ,0.11 ,0.18 ,0.15 ,0.22 ,0.12 ,2022.00 ,Combined,4000,80,960
42059,Pennsylvania,Greene,ARC,"Greene County, Pennsylvania",0.05 ,0.50 ,0.05 ,0.05 ,0.10 ,0.09 ,0.11 ,0.16 ,0.14 ,0.19 ,0.06 ,0.04 ,0.41 ,0.07 ,0.04 ,0.19 ,0.03 ,0.01 ,0.03 ,0.03 ,0.06 ,0.07 ,0.10 ,0.16 ,0.16 ,0.21 ,0.13 ,2022.00 ,Combined,4000,80,960
42061,Pennsylvania,Huntingdon,ARC,"Huntingdon County, Pennsylvania",0.05 ,0.48 ,0.04 ,0.04 ,0.10 ,0.08 ,0.14 ,0.18 ,0.15 ,0.16 ,0.06 ,0.05 ,0.44 ,0.07 ,0.03 ,0.13 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.08 ,0.13 ,0.20 ,0.16 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
42063,Pennsylvania,Indiana,ARC,"Indiana County, Pennsylvania",0.06 ,0.44 ,0.05 ,0.05 ,0.11 ,0.10 ,0.14 ,0.16 ,0.13 ,0.15 ,0.07 ,0.04 ,0.39 ,0.07 ,0.03 ,0.14 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.09 ,0.13 ,0.18 ,0.16 ,0.18 ,0.14 ,2022.00 ,Combined,4000,80,960
42065,Pennsylvania,Jefferson,ARC,"Jefferson County, Pennsylvania",0.05 ,0.42 ,0.05 ,0.05 ,0.10 ,0.11 ,0.15 ,0.20 ,0.12 ,0.14 ,0.04 ,0.04 ,0.41 ,0.06 ,0.03 ,0.14 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.09 ,0.14 ,0.22 ,0.14 ,0.17 ,0.10 ,2022.00 ,Combined,4000,80,960
42067,Pennsylvania,Juniata,ARC,"Juniata County, Pennsylvania",0.03 ,0.41 ,0.03 ,0.04 ,0.09 ,0.07 ,0.17 ,0.17 ,0.16 ,0.16 ,0.07 ,0.04 ,0.38 ,0.05 ,0.02 ,0.11 ,0.01 ,0.01 ,0.01 ,0.03 ,0.04 ,0.07 ,0.14 ,0.17 ,0.19 ,0.19 ,0.14 ,2022.00 ,Combined,4000,80,960
42069,Pennsylvania,Lackawanna,ARC,"Lackawanna County, Pennsylvania",0.05 ,0.39 ,0.05 ,0.05 ,0.09 ,0.09 ,0.12 ,0.18 ,0.13 ,0.16 ,0.07 ,0.06 ,0.38 ,0.06 ,0.04 ,0.17 ,0.02 ,0.01 ,0.02 ,0.03 ,0.03 ,0.07 ,0.10 ,0.17 ,0.15 ,0.21 ,0.19 ,2022.00 ,Combined,4000,80,960
42073,Pennsylvania,Lawrence,ARC,"Lawrence County, Pennsylvania",0.07 ,0.41 ,0.05 ,0.05 ,0.10 ,0.10 ,0.15 ,0.17 ,0.13 ,0.16 ,0.06 ,0.04 ,0.43 ,0.07 ,0.04 ,0.20 ,0.01 ,0.01 ,0.02 ,0.03 ,0.04 ,0.09 ,0.14 ,0.18 ,0.15 ,0.19 ,0.12 ,2022.00 ,Combined,4000,80,960
42079,Pennsylvania,Luzerne,ARC,"Luzerne County, Pennsylvania",0.06 ,0.39 ,0.06 ,0.05 ,0.08 ,0.10 ,0.12 ,0.17 ,0.14 ,0.15 ,0.06 ,0.05 ,0.38 ,0.06 ,0.04 ,0.19 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.08 ,0.11 ,0.17 ,0.16 ,0.20 ,0.16 ,2022.00 ,Combined,4000,80,960
42081,Pennsylvania,Lycoming,ARC,"Lycoming County, Pennsylvania",0.05 ,0.41 ,0.05 ,0.04 ,0.09 ,0.09 ,0.12 ,0.20 ,0.15 ,0.16 ,0.06 ,0.04 ,0.39 ,0.06 ,0.03 ,0.15 ,0.01 ,0.01 ,0.02 ,0.03 ,0.03 ,0.06 ,0.10 ,0.20 ,0.17 ,0.21 ,0.14 ,2022.00 ,Combined,4000,80,960
42083,Pennsylvania,McKean,ARC,"McKean County, Pennsylvania",0.05 ,0.45 ,0.05 ,0.05 ,0.11 ,0.10 ,0.12 ,0.20 ,0.14 ,0.15 ,0.05 ,0.04 ,0.40 ,0.09 ,0.04 ,0.17 ,0.02 ,0.01 ,0.02 ,0.04 ,0.05 ,0.09 ,0.12 ,0.21 ,0.16 ,0.17 ,0.10 ,2022.00 ,Combined,4000,80,960
42085,Pennsylvania,Mercer,ARC,"Mercer County, Pennsylvania",0.05 ,0.45 ,0.05 ,0.05 ,0.10 ,0.11 ,0.13 ,0.18 ,0.13 ,0.16 ,0.06 ,0.04 ,0.42 ,0.08 ,0.04 ,0.17 ,0.02 ,0.01 ,0.02 ,0.03 ,0.04 ,0.09 ,0.12 ,0.19 ,0.15 ,0.20 ,0.13 ,2022.00 ,Combined,4000,80,960
42087,Pennsylvania,Mifflin,ARC,"Mifflin County, Pennsylvania",0.04 ,0.40 ,0.03 ,0.04 ,0.11 ,0.09 ,0.15 ,0.22 ,0.14 ,0.15 ,0.04 ,0.03 ,0.41 ,0.07 ,0.03 ,0.16 ,0.01 ,0.01 ,0.02 ,0.04 ,0.04 ,0.08 ,0.14 ,0.23 ,0.17 ,0.18 ,0.08 ,2022.00 ,Combined,4000,80,960
42089,Pennsylvania,Monroe,ARC,"Monroe County, Pennsylvania",0.06 ,0.39 ,0.04 ,0.03 ,0.07 ,0.07 ,0.10 ,0.16 ,0.14 ,0.21 ,0.10 ,0.08 ,0.39 ,0.06 ,0.03 ,0.14 ,0.02 ,0.01 ,0.02 ,0.02 ,0.03 ,0.05 ,0.09 ,0.14 ,0.15 ,0.24 ,0.22 ,2022.00 ,Combined,4000,80,960
42093,Pennsylvania,Montour,ARC,"Montour County, Pennsylvania",0.02 ,0.40 ,0.05 ,0.03 ,0.09 ,0.07 ,0.13 ,0.15 ,0.13 ,0.18 ,0.09 ,0.09 ,0.34 ,0.03 ,0.01 ,0.08 ,0.02 ,0.01 ,0.02 ,0.01 ,0.03 ,0.05 ,0.12 ,0.16 ,0.14 ,0.21 ,0.23 ,2022.00 ,Combined,4000,80,960
42097,Pennsylvania,Northumberland,ARC,"Northumberland County, Pennsylvania",0.05 ,0.42 ,0.05 ,0.05 ,0.12 ,0.11 ,0.13 ,0.17 ,0.13 ,0.15 ,0.06 ,0.04 ,0.42 ,0.06 ,0.03 ,0.14 ,0.02 ,0.01 ,0.03 ,0.03 ,0.05 ,0.09 ,0.12 ,0.18 ,0.15 ,0.19 ,0.13 ,2022.00 ,Combined,4000,80,960
42099,Pennsylvania,Perry,ARC,"Perry County, Pennsylvania",0.03 ,0.38 ,0.03 ,0.03 ,0.06 ,0.07 ,0.12 ,0.17 ,0.15 ,0.21 ,0.09 ,0.06 ,0.40 ,0.06 ,0.02 ,0.10 ,0.01 ,0.01 ,0.02 ,0.02 ,0.02 ,0.06 ,0.11 ,0.17 ,0.16 ,0.24 ,0.18 ,2022.00 ,Combined,4000,80,960
42103,Pennsylvania,Pike,ARC,"Pike County, Pennsylvania",0.09 ,0.43 ,0.04 ,0.03 ,0.08 ,0.06 ,0.10 ,0.18 ,0.15 ,0.18 ,0.09 ,0.09 ,0.43 ,0.05 ,0.03 ,0.12 ,0.02 ,0.01 ,0.02 ,0.03 ,0.04 ,0.05 ,0.10 ,0.17 ,0.16 ,0.20 ,0.20 ,2022.00 ,Combined,4000,80,960
42105,Pennsylvania,Potter,ARC,"Potter County, Pennsylvania",0.05 ,0.47 ,0.04 ,0.05 ,0.09 ,0.11 ,0.15 ,0.20 ,0.14 ,0.13 ,0.05 ,0.03 ,0.47 ,0.08 ,0.03 ,0.15 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.11 ,0.14 ,0.20 ,0.16 ,0.16 ,0.09 ,2022.00 ,Combined,4000,80,960
42107,Pennsylvania,Schuylkill,ARC,"Schuylkill County, Pennsylvania",0.05 ,0.42 ,0.04 ,0.05 ,0.10 ,0.08 ,0.13 ,0.19 ,0.14 ,0.17 ,0.07 ,0.04 ,0.40 ,0.06 ,0.04 ,0.16 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.08 ,0.12 ,0.20 ,0.15 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
42109,Pennsylvania,Snyder,ARC,"Snyder County, Pennsylvania",0.02 ,0.39 ,0.02 ,0.04 ,0.09 ,0.09 ,0.13 ,0.20 ,0.15 ,0.15 ,0.07 ,0.06 ,0.39 ,0.06 ,0.02 ,0.09 ,0.01 ,0.01 ,0.02 ,0.02 ,0.03 ,0.08 ,0.14 ,0.20 ,0.16 ,0.18 ,0.15 ,2022.00 ,Combined,4000,80,960
42111,Pennsylvania,Somerset,ARC,"Somerset County, Pennsylvania",0.05 ,0.44 ,0.04 ,0.05 ,0.10 ,0.10 ,0.15 ,0.19 ,0.14 ,0.15 ,0.06 ,0.03 ,0.44 ,0.05 ,0.02 ,0.14 ,0.01 ,0.01 ,0.03 ,0.03 ,0.04 ,0.09 ,0.13 ,0.20 ,0.16 ,0.17 ,0.11 ,2022.00 ,Combined,4000,80,960
42113,Pennsylvania,Sullivan,ARC,"Sullivan County, Pennsylvania",0.06 ,0.49 ,0.04 ,0.05 ,0.11 ,0.08 ,0.12 ,0.21 ,0.11 ,0.16 ,0.07 ,0.05 ,0.49 ,0.04 ,0.02 ,0.08 ,0.02 ,0.01 ,0.03 ,0.04 ,0.06 ,0.07 ,0.12 ,0.22 ,0.12 ,0.17 ,0.14 ,2022.00 ,Combined,4000,80,960
42115,Pennsylvania,Susquehanna,ARC,"Susquehanna County, Pennsylvania",0.06 ,0.45 ,0.04 ,0.04 ,0.10 ,0.10 ,0.12 ,0.18 ,0.13 ,0.16 ,0.08 ,0.07 ,0.45 ,0.05 ,0.03 ,0.12 ,0.02 ,0.01 ,0.02 ,0.04 ,0.04 ,0.08 ,0.11 ,0.18 ,0.14 ,0.18 ,0.17 ,2022.00 ,Combined,4000,80,960
42117,Pennsylvania,Tioga,ARC,"Tioga County, Pennsylvania",0.05 ,0.43 ,0.04 ,0.04 ,0.11 ,0.10 ,0.13 ,0.19 ,0.14 ,0.16 ,0.05 ,0.04 ,0.43 ,0.06 ,0.02 ,0.13 ,0.02 ,0.02 ,0.03 ,0.04 ,0.03 ,0.09 ,0.12 ,0.21 ,0.15 ,0.19 ,0.11 ,2022.00 ,Combined,4000,80,960
42119,Pennsylvania,Union,ARC,"Union County, Pennsylvania",0.03 ,0.52 ,0.03 ,0.04 ,0.09 ,0.10 ,0.13 ,0.16 ,0.13 ,0.17 ,0.08 ,0.07 ,0.40 ,0.05 ,0.04 ,0.11 ,0.01 ,0.00 ,0.02 ,0.04 ,0.02 ,0.08 ,0.12 ,0.16 ,0.15 ,0.21 ,0.18 ,2022.00 ,Combined,4000,80,960
42121,Pennsylvania,Venango,ARC,"Venango County, Pennsylvania",0.07 ,0.45 ,0.04 ,0.05 ,0.10 ,0.10 ,0.13 ,0.20 ,0.14 ,0.16 ,0.06 ,0.02 ,0.43 ,0.09 ,0.03 ,0.19 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.09 ,0.13 ,0.20 ,0.16 ,0.20 ,0.10 ,2022.00 ,Combined,4000,80,960
42123,Pennsylvania,Warren,ARC,"Warren County, Pennsylvania",0.04 ,0.43 ,0.04 ,0.04 ,0.08 ,0.13 ,0.13 ,0.21 ,0.14 ,0.15 ,0.04 ,0.04 ,0.43 ,0.05 ,0.03 ,0.12 ,0.01 ,0.01 ,0.03 ,0.02 ,0.04 ,0.12 ,0.12 ,0.20 ,0.16 ,0.19 ,0.10 ,2022.00 ,Combined,4000,80,960
42125,Pennsylvania,Washington,ARC,"Washington County, Pennsylvania",0.05 ,0.38 ,0.04 ,0.03 ,0.07 ,0.07 ,0.11 ,0.17 ,0.13 ,0.17 ,0.09 ,0.10 ,0.39 ,0.05 ,0.03 ,0.13 ,0.02 ,0.01 ,0.02 ,0.03 ,0.03 ,0.06 ,0.10 ,0.16 ,0.14 ,0.19 ,0.24 ,2022.00 ,Combined,4000,80,960
42127,Pennsylvania,Wayne,ARC,"Wayne County, Pennsylvania",0.06 ,0.48 ,0.04 ,0.03 ,0.10 ,0.10 ,0.14 ,0.19 ,0.14 ,0.15 ,0.06 ,0.05 ,0.49 ,0.05 ,0.04 ,0.12 ,0.02 ,0.01 ,0.02 ,0.04 ,0.05 ,0.09 ,0.13 ,0.19 ,0.16 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
42129,Pennsylvania,Westmoreland,ARC,"Westmoreland County, Pennsylvania",0.05 ,0.39 ,0.04 ,0.04 ,0.08 ,0.08 ,0.12 ,0.17 ,0.14 ,0.17 ,0.08 ,0.08 ,0.41 ,0.05 ,0.02 ,0.13 ,0.02 ,0.01 ,0.02 ,0.03 ,0.03 ,0.07 ,0.11 ,0.17 ,0.15 ,0.20 ,0.19 ,2022.00 ,Combined,4000,80,960
42131,Pennsylvania,Wyoming,ARC,"Wyoming County, Pennsylvania",0.04 ,0.42 ,0.04 ,0.03 ,0.10 ,0.08 ,0.13 ,0.18 ,0.16 ,0.18 ,0.07 ,0.05 ,0.43 ,0.04 ,0.04 ,0.15 ,0.01 ,0.01 ,0.02 ,0.03 ,0.04 ,0.07 ,0.12 ,0.19 ,0.17 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
45007,South Carolina,Anderson,ARC,"Anderson County, South Carolina",0.05 ,0.40 ,0.05 ,0.04 ,0.10 ,0.09 ,0.13 ,0.17 ,0.14 ,0.16 ,0.06 ,0.06 ,0.36 ,0.05 ,0.01 ,0.10 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.07 ,0.12 ,0.18 ,0.15 ,0.19 ,0.15 ,2022.00 ,Combined,4000,80,960
45021,South Carolina,Cherokee,ARC,"Cherokee County, South Carolina",0.06 ,0.42 ,0.09 ,0.06 ,0.12 ,0.12 ,0.14 ,0.17 ,0.12 ,0.11 ,0.04 ,0.03 ,0.40 ,0.05 ,0.01 ,0.14 ,0.04 ,0.01 ,0.03 ,0.04 ,0.08 ,0.11 ,0.13 ,0.19 ,0.13 ,0.15 ,0.09 ,2022.00 ,Combined,4000,80,960
45045,South Carolina,Greenville,ARC,"Greenville County, South Carolina",0.04 ,0.35 ,0.05 ,0.03 ,0.06 ,0.08 ,0.12 ,0.18 ,0.13 ,0.16 ,0.09 ,0.09 ,0.31 ,0.04 ,0.01 ,0.08 ,0.02 ,0.01 ,0.02 ,0.03 ,0.02 ,0.07 ,0.10 ,0.17 ,0.14 ,0.19 ,0.23 ,2022.00 ,Combined,4000,80,960
45073,South Carolina,Oconee,ARC,"Oconee County, South Carolina",0.06 ,0.48 ,0.05 ,0.06 ,0.10 ,0.10 ,0.14 ,0.17 ,0.11 ,0.15 ,0.05 ,0.06 ,0.43 ,0.05 ,0.01 ,0.13 ,0.02 ,0.01 ,0.04 ,0.04 ,0.05 ,0.07 ,0.13 ,0.18 ,0.13 ,0.18 ,0.15 ,2022.00 ,Combined,4000,80,960
45077,South Carolina,Pickens,ARC,"Pickens County, South Carolina",0.04 ,0.43 ,0.07 ,0.05 ,0.10 ,0.09 ,0.14 ,0.17 ,0.13 ,0.15 ,0.05 ,0.05 ,0.33 ,0.05 ,0.01 ,0.08 ,0.03 ,0.01 ,0.03 ,0.05 ,0.03 ,0.07 ,0.13 ,0.17 ,0.15 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
45083,South Carolina,Spartanburg,ARC,"Spartanburg County, South Carolina",0.05 ,0.38 ,0.06 ,0.04 ,0.09 ,0.09 ,0.13 ,0.18 ,0.15 ,0.15 ,0.06 ,0.06 ,0.34 ,0.05 ,0.01 ,0.10 ,0.03 ,0.01 ,0.02 ,0.03 ,0.04 ,0.08 ,0.12 ,0.18 ,0.17 ,0.18 ,0.15 ,2022.00 ,Combined,4000,80,960
45087,South Carolina,Union,ARC,"Union County, South Carolina",0.10 ,0.45 ,0.08 ,0.08 ,0.14 ,0.14 ,0.11 ,0.19 ,0.11 ,0.09 ,0.04 ,0.02 ,0.44 ,0.08 ,0.01 ,0.17 ,0.03 ,0.02 ,0.05 ,0.07 ,0.06 ,0.14 ,0.12 ,0.20 ,0.13 ,0.12 ,0.07 ,2022.00 ,Combined,4000,80,960
47001,Tennessee,Anderson,ARC,"Anderson County, Tennessee",0.05 ,0.44 ,0.06 ,0.06 ,0.07 ,0.08 ,0.15 ,0.18 ,0.14 ,0.14 ,0.07 ,0.05 ,0.39 ,0.07 ,0.03 ,0.13 ,0.02 ,0.02 ,0.03 ,0.03 ,0.04 ,0.08 ,0.12 ,0.16 ,0.16 ,0.17 ,0.17 ,2022.00 ,Combined,4000,80,960
47007,Tennessee,Bledsoe,ARC,"Bledsoe County, Tennessee",0.07 ,0.52 ,0.07 ,0.09 ,0.12 ,0.10 ,0.11 ,0.16 ,0.14 ,0.15 ,0.03 ,0.03 ,0.40 ,0.15 ,0.03 ,0.21 ,0.04 ,0.02 ,0.06 ,0.04 ,0.05 ,0.10 ,0.11 ,0.16 ,0.16 ,0.17 ,0.08 ,2022.00 ,Combined,4000,80,960
47009,Tennessee,Blount,ARC,"Blount County, Tennessee",0.04 ,0.40 ,0.04 ,0.03 ,0.06 ,0.08 ,0.12 ,0.19 ,0.15 ,0.20 ,0.07 ,0.06 ,0.38 ,0.05 ,0.01 ,0.07 ,0.01 ,0.01 ,0.02 ,0.02 ,0.03 ,0.06 ,0.11 ,0.19 ,0.15 ,0.23 ,0.16 ,2022.00 ,Combined,4000,80,960
47011,Tennessee,Bradley,ARC,"Bradley County, Tennessee",0.05 ,0.39 ,0.05 ,0.06 ,0.07 ,0.10 ,0.12 ,0.19 ,0.14 ,0.16 ,0.06 ,0.05 ,0.37 ,0.05 ,0.02 ,0.13 ,0.02 ,0.01 ,0.04 ,0.03 ,0.02 ,0.08 ,0.10 ,0.19 ,0.17 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
47013,Tennessee,Campbell,ARC,"Campbell County, Tennessee",0.07 ,0.49 ,0.06 ,0.08 ,0.12 ,0.11 ,0.13 ,0.18 ,0.14 ,0.12 ,0.03 ,0.02 ,0.46 ,0.09 ,0.13 ,0.22 ,0.02 ,0.01 ,0.05 ,0.06 ,0.04 ,0.11 ,0.12 ,0.20 ,0.15 ,0.15 ,0.08 ,2022.00 ,Combined,4000,80,960
47015,Tennessee,Cannon,ARC,"Cannon County, Tennessee",0.03 ,0.44 ,0.08 ,0.05 ,0.10 ,0.10 ,0.10 ,0.19 ,0.15 ,0.14 ,0.05 ,0.03 ,0.35 ,0.06 ,0.02 ,0.13 ,0.04 ,0.02 ,0.04 ,0.06 ,0.03 ,0.09 ,0.10 ,0.20 ,0.17 ,0.15 ,0.11 ,2022.00 ,Combined,4000,80,960
47019,Tennessee,Carter,ARC,"Carter County, Tennessee",0.07 ,0.47 ,0.06 ,0.07 ,0.13 ,0.12 ,0.14 ,0.19 ,0.10 ,0.13 ,0.03 ,0.02 ,0.45 ,0.07 ,0.04 ,0.15 ,0.02 ,0.02 ,0.05 ,0.07 ,0.05 ,0.11 ,0.12 ,0.21 ,0.12 ,0.16 ,0.07 ,2022.00 ,Combined,4000,80,960
47025,Tennessee,Claiborne,ARC,"Claiborne County, Tennessee",0.06 ,0.48 ,0.08 ,0.08 ,0.14 ,0.11 ,0.15 ,0.18 ,0.11 ,0.09 ,0.03 ,0.03 ,0.42 ,0.10 ,0.07 ,0.16 ,0.02 ,0.03 ,0.06 ,0.04 ,0.06 ,0.11 ,0.16 ,0.19 ,0.12 ,0.12 ,0.08 ,2022.00 ,Combined,4000,80,960
47027,Tennessee,Clay,ARC,"Clay County, Tennessee",0.06 ,0.55 ,0.10 ,0.09 ,0.15 ,0.11 ,0.13 ,0.14 ,0.11 ,0.14 ,0.01 ,0.02 ,0.52 ,0.08 ,0.04 ,0.20 ,0.03 ,0.03 ,0.09 ,0.07 ,0.10 ,0.07 ,0.13 ,0.13 ,0.14 ,0.17 ,0.03 ,2022.00 ,Combined,4000,80,960
47029,Tennessee,Cocke,ARC,"Cocke County, Tennessee",0.06 ,0.47 ,0.06 ,0.08 ,0.15 ,0.10 ,0.17 ,0.19 ,0.12 ,0.08 ,0.03 ,0.03 ,0.45 ,0.08 ,0.03 ,0.19 ,0.03 ,0.01 ,0.06 ,0.07 ,0.07 ,0.10 ,0.15 ,0.21 ,0.13 ,0.10 ,0.07 ,2022.00 ,Combined,4000,80,960
47031,Tennessee,Coffee,ARC,"Coffee County, Tennessee",0.05 ,0.41 ,0.05 ,0.05 ,0.09 ,0.11 ,0.15 ,0.20 ,0.12 ,0.16 ,0.04 ,0.03 ,0.38 ,0.06 ,0.03 ,0.11 ,0.03 ,0.01 ,0.03 ,0.04 ,0.03 ,0.09 ,0.15 ,0.19 ,0.15 ,0.20 ,0.09 ,2022.00 ,Combined,4000,80,960
47035,Tennessee,Cumberland,ARC,"Cumberland County, Tennessee",0.06 ,0.54 ,0.06 ,0.05 ,0.09 ,0.08 ,0.16 ,0.22 ,0.16 ,0.12 ,0.03 ,0.03 ,0.53 ,0.05 ,0.02 ,0.12 ,0.03 ,0.01 ,0.03 ,0.04 ,0.03 ,0.09 ,0.15 ,0.24 ,0.17 ,0.13 ,0.08 ,2022.00 ,Combined,4000,80,960
47041,Tennessee,DeKalb,ARC,"DeKalb County, Tennessee",0.05 ,0.47 ,0.08 ,0.06 ,0.13 ,0.11 ,0.14 ,0.16 ,0.12 ,0.12 ,0.06 ,0.02 ,0.37 ,0.12 ,0.05 ,0.17 ,0.03 ,0.01 ,0.03 ,0.07 ,0.06 ,0.08 ,0.15 ,0.19 ,0.13 ,0.16 ,0.10 ,2022.00 ,Combined,4000,80,960
47049,Tennessee,Fentress,ARC,"Fentress County, Tennessee",0.05 ,0.51 ,0.04 ,0.10 ,0.11 ,0.14 ,0.15 ,0.20 ,0.14 ,0.09 ,0.02 ,0.01 ,0.48 ,0.13 ,0.03 ,0.23 ,0.02 ,0.01 ,0.06 ,0.06 ,0.05 ,0.13 ,0.16 ,0.20 ,0.15 ,0.11 ,0.04 ,2022.00 ,Combined,4000,80,960
47051,Tennessee,Franklin,ARC,"Franklin County, Tennessee",0.03 ,0.43 ,0.07 ,0.05 ,0.08 ,0.09 ,0.15 ,0.19 ,0.12 ,0.15 ,0.05 ,0.05 ,0.40 ,0.05 ,0.01 ,0.10 ,0.03 ,0.01 ,0.04 ,0.04 ,0.04 ,0.06 ,0.15 ,0.19 ,0.13 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
47057,Tennessee,Grainger,ARC,"Grainger County, Tennessee",0.06 ,0.48 ,0.07 ,0.08 ,0.13 ,0.13 ,0.12 ,0.18 ,0.11 ,0.14 ,0.03 ,0.02 ,0.46 ,0.06 ,0.02 ,0.15 ,0.03 ,0.02 ,0.07 ,0.06 ,0.06 ,0.10 ,0.12 ,0.19 ,0.13 ,0.16 ,0.07 ,2022.00 ,Combined,4000,80,960
47059,Tennessee,Greene,ARC,"Greene County, Tennessee",0.05 ,0.47 ,0.06 ,0.06 ,0.13 ,0.10 ,0.14 ,0.19 ,0.14 ,0.11 ,0.05 ,0.03 ,0.44 ,0.06 ,0.03 ,0.11 ,0.02 ,0.02 ,0.04 ,0.06 ,0.05 ,0.09 ,0.14 ,0.20 ,0.15 ,0.13 ,0.09 ,2022.00 ,Combined,4000,80,960
47061,Tennessee,Grundy,ARC,"Grundy County, Tennessee",0.06 ,0.48 ,0.05 ,0.08 ,0.12 ,0.10 ,0.17 ,0.20 ,0.08 ,0.13 ,0.05 ,0.01 ,0.40 ,0.10 ,0.04 ,0.18 ,0.03 ,0.01 ,0.09 ,0.06 ,0.04 ,0.09 ,0.17 ,0.21 ,0.10 ,0.14 ,0.06 ,2022.00 ,Combined,4000,80,960
47063,Tennessee,Hamblen,ARC,"Hamblen County, Tennessee",0.07 ,0.43 ,0.07 ,0.05 ,0.11 ,0.12 ,0.14 ,0.17 ,0.12 ,0.15 ,0.03 ,0.03 ,0.41 ,0.07 ,0.02 ,0.14 ,0.03 ,0.00 ,0.03 ,0.03 ,0.07 ,0.10 ,0.14 ,0.18 ,0.15 ,0.19 ,0.08 ,2022.00 ,Combined,4000,80,960
47065,Tennessee,Hamilton,ARC,"Hamilton County, Tennessee",0.04 ,0.36 ,0.04 ,0.04 ,0.08 ,0.08 ,0.12 ,0.17 ,0.13 ,0.17 ,0.08 ,0.09 ,0.33 ,0.04 ,0.02 ,0.10 ,0.01 ,0.01 ,0.02 ,0.02 ,0.03 ,0.06 ,0.10 ,0.16 ,0.14 ,0.21 ,0.24 ,2022.00 ,Combined,4000,80,960
