FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
05041,"Desha County, Arkansas",4603,2877,93,3.23 ,100,3.48 ,219,7.61 ,111,3.86,175,6.08,355,12.34,412,14.32,615,21.38,369,12.83,263,9.14,165,5.74
05043,"Drew County, Arkansas",6913,4639,158,3.41 ,86,1.85 ,127,2.74 ,409,8.82,210,4.53,554,11.94,637,13.73,606,13.06,496,10.69,763,16.45,593,12.78
05045,"Faulkner County, Arkansas",47396,29531,1056,3.58 ,527,1.78 ,622,2.11 ,669,2.27,674,2.28,2150,7.28,2802,9.49,4873,16.5,4190,14.19,6434,21.79,5534,18.74
05047,"Franklin County, Arkansas",6705,4940,194,3.93 ,114,2.31 ,299,6.05 ,249,5.04,233,4.72,407,8.24,693,14.03,901,18.24,762,15.43,718,14.53,370,7.49
05049,"Fulton County, Arkansas",4780,4040,56,1.39 ,110,2.72 ,186,4.60 ,300,7.43,309,7.65,592,14.65,785,19.43,737,18.24,293,7.25,450,11.14,222,5.5
05051,"Garland County, Arkansas",43220,29509,938,3.18 ,562,1.90 ,1023,3.47 ,1374,4.66,1541,5.22,2232,7.56,4078,13.82,5274,17.87,4680,15.86,4493,15.23,3314,11.23
05053,"Grant County, Arkansas",6856,5506,65,1.18 ,67,1.22 ,138,2.51 ,252,4.58,127,2.31,308,5.59,704,12.79,905,16.44,984,17.87,1084,19.69,872,15.84
05055,"Greene County, Arkansas",17741,11421,254,2.22 ,192,1.68 ,343,3.00 ,422,3.69,398,3.48,679,5.95,1650,14.45,2364,20.7,1799,15.75,2072,18.14,1248,10.93
05057,"Hempstead County, Arkansas",7355,4977,108,2.17 ,42,0.84 ,311,6.25 ,295,5.93,292,5.87,443,8.9,827,16.62,950,19.09,635,12.76,637,12.8,437,8.78
05059,"Hot Spring County, Arkansas",11900,9360,273,2.92 ,100,1.07 ,524,5.60 ,431,4.6,432,4.62,1215,12.98,1139,12.17,1501,16.04,1313,14.03,1715,18.32,717,7.66
05061,"Howard County, Arkansas",5224,3792,69,1.82 ,61,1.61 ,169,4.46 ,164,4.32,285,7.52,498,13.13,431,11.37,842,22.2,502,13.24,503,13.26,268,7.07
05063,"Independence County, Arkansas",14417,10006,178,1.78 ,205,2.05 ,504,5.04 ,291,2.91,356,3.56,1175,11.74,1061,10.6,2159,21.58,1429,14.28,1560,15.59,1088,10.87
05065,"Izard County, Arkansas",4850,3747,156,4.16 ,68,1.81 ,206,5.50 ,269,7.18,209,5.58,434,11.58,470,12.54,737,19.67,434,11.58,395,10.54,369,9.85
05067,"Jackson County, Arkansas",6116,4075,104,2.55 ,95,2.33 ,184,4.52 ,344,8.44,222,5.45,450,11.04,520,12.76,825,20.25,534,13.1,532,13.06,265,6.5
05069,"Jefferson County, Arkansas",24278,15371,523,3.40 ,359,2.34 ,678,4.41 ,921,5.99,859,5.59,1229,8,2000,13.01,2773,18.04,2009,13.07,2358,15.34,1662,10.81
05071,"Johnson County, Arkansas",9899,6967,281,4.03 ,150,2.15 ,203,2.91 ,222,3.19,403,5.78,961,13.79,1067,15.32,1370,19.66,1069,15.34,819,11.76,422,6.06
05073,"Lafayette County, Arkansas",2547,1960,102,5.20 ,38,1.94 ,119,6.07 ,121,6.17,127,6.48,236,12.04,222,11.33,414,21.12,120,6.12,357,18.21,104,5.31
05075,"Lawrence County, Arkansas",6359,4274,69,1.61 ,81,1.90 ,243,5.69 ,211,4.94,263,6.15,530,12.4,607,14.2,666,15.58,778,18.2,538,12.59,288,6.74
05077,"Lee County, Arkansas",2586,1601,45,2.81 ,72,4.50 ,153,9.56 ,82,5.12,116,7.25,135,8.43,129,8.06,366,22.86,134,8.37,214,13.37,155,9.68
05079,"Lincoln County, Arkansas",3378,2655,80,3.01 ,4,0.15 ,155,5.84 ,180,6.78,194,7.31,256,9.64,319,12.02,513,19.32,307,11.56,341,12.84,306,11.53
05081,"Little River County, Arkansas",4734,3971,76,1.91 ,134,3.37 ,88,2.22 ,192,4.84,114,2.87,390,9.82,530,13.35,593,14.93,708,17.83,748,18.84,398,10.02
05083,"Logan County, Arkansas",8405,6229,130,2.09 ,109,1.75 ,199,3.19 ,256,4.11,288,4.62,555,8.91,1072,17.21,1270,20.39,876,14.06,894,14.35,580,9.31
05085,"Lonoke County, Arkansas",27582,19977,246,1.23 ,146,0.73 ,411,2.06 ,481,2.41,689,3.45,1334,6.68,2390,11.96,3462,17.33,2908,14.56,4580,22.93,3330,16.67
05087,"Madison County, Arkansas",6250,4987,95,1.90 ,52,1.04 ,213,4.27 ,194,3.89,497,9.97,473,9.48,622,12.47,731,14.66,968,19.41,645,12.93,497,9.97
05089,"Marion County, Arkansas",7140,5866,195,3.32 ,213,3.63 ,309,5.27 ,336,5.73,397,6.77,636,10.84,1098,18.72,1168,19.91,586,9.99,635,10.83,293,4.99
05091,"Miller County, Arkansas",15863,10517,354,3.37 ,243,2.31 ,380,3.61 ,410,3.9,359,3.41,911,8.66,1409,13.4,2239,21.29,1310,12.46,1679,15.96,1223,11.63
05093,"Mississippi County, Arkansas",15005,9027,132,1.46 ,137,1.52 ,272,3.01 ,422,4.67,409,4.53,728,8.06,1071,11.86,1596,17.68,1065,11.8,1508,16.71,1687,18.69
05095,"Monroe County, Arkansas",2826,1796,35,1.95 ,49,2.73 ,90,5.01 ,92,5.12,58,3.23,184,10.24,290,16.15,351,19.54,209,11.64,327,18.21,111,6.18
05097,"Montgomery County, Arkansas",3589,2887,56,1.94 ,58,2.01 ,198,6.86 ,174,6.03,202,7,277,9.59,396,13.72,536,18.57,305,10.56,459,15.9,226,7.83
05099,"Nevada County, Arkansas",3154,2103,84,3.99 ,0,0.00 ,150,7.13 ,167,7.94,19,0.9,206,9.8,506,24.06,506,24.06,210,9.99,158,7.51,97,4.61
05101,"Newton County, Arkansas",2905,2172,41,1.89 ,13,0.60 ,51,2.35 ,143,6.58,132,6.08,276,12.71,340,15.65,359,16.53,397,18.28,343,15.79,77,3.55
05103,"Ouachita County, Arkansas",8459,6239,247,3.96 ,168,2.69 ,189,3.03 ,223,3.57,328,5.26,719,11.52,905,14.51,1169,18.74,743,11.91,1119,17.94,429,6.88
05105,"Perry County, Arkansas",3829,2903,86,2.96 ,40,1.38 ,135,4.65 ,117,4.03,103,3.55,339,11.68,332,11.44,452,15.57,443,15.26,517,17.81,339,11.68
05107,"Phillips County, Arkansas",6180,3318,117,3.53 ,41,1.24 ,189,5.70 ,285,8.59,219,6.6,293,8.83,368,11.09,651,19.62,337,10.16,600,18.08,218,6.57
05109,"Pike County, Arkansas",4007,3023,67,2.22 ,100,3.31 ,136,4.50 ,93,3.08,148,4.9,369,12.21,366,12.11,557,18.43,521,17.23,385,12.74,281,9.3
05111,"Poinsett County, Arkansas",9082,5778,135,2.34 ,96,1.66 ,339,5.87 ,290,5.02,341,5.9,515,8.91,655,11.34,1249,21.62,796,13.78,829,14.35,533,9.22
05113,"Polk County, Arkansas",7717,6165,160,2.60 ,99,1.61 ,293,4.75 ,368,5.97,460,7.46,637,10.33,993,16.11,1074,17.42,899,14.58,577,9.36,605,9.81
05115,"Pope County, Arkansas",23684,17056,196,1.15 ,354,2.08 ,533,3.13 ,537,3.15,1106,6.48,1787,10.48,2247,13.17,3258,19.1,2250,13.19,2533,14.85,2255,13.22
05117,"Prairie County, Arkansas",3314,2562,46,1.80 ,50,1.95 ,89,3.47 ,145,5.66,211,8.24,190,7.42,416,16.24,365,14.25,463,18.07,342,13.35,245,9.56
05119,"Pulaski County, Arkansas",167768,97554,2063,2.11 ,910,0.93 ,2392,2.45 ,2852,2.92,3257,3.34,7304,7.49,10397,10.66,14802,15.17,13560,13.9,17450,17.89,22567,23.13
05121,"Randolph County, Arkansas",7190,5281,55,1.04 ,59,1.12 ,242,4.58 ,525,9.94,348,6.59,533,10.09,790,14.96,912,17.27,750,14.2,678,12.84,389,7.37
05123,"St. Francis County, Arkansas",8102,4395,229,5.21 ,33,0.75 ,314,7.14 ,299,6.8,162,3.69,497,11.31,591,13.45,829,18.86,605,13.77,524,11.92,312,7.1
05125,"Saline County, Arkansas",48465,37911,707,1.86 ,454,1.20 ,588,1.55 ,1252,3.3,1179,3.11,1991,5.25,3787,9.99,6570,17.33,5927,15.63,8929,23.55,6527,17.22
05127,"Scott County, Arkansas",3901,2897,24,0.83 ,22,0.76 ,121,4.18 ,136,4.69,163,5.63,513,17.71,481,16.6,580,20.02,258,8.91,425,14.67,174,6.01
05129,"Searcy County, Arkansas",2948,2161,54,2.50 ,7,0.32 ,213,9.86 ,114,5.28,139,6.43,212,9.81,350,16.2,363,16.8,344,15.92,237,10.97,128,5.92
05131,"Sebastian County, Arkansas",51862,31168,728,2.34 ,295,0.95 ,834,2.68 ,1150,3.69,1152,3.7,2573,8.26,3833,12.3,5825,18.69,4406,14.14,5556,17.83,4816,15.45
05133,"Sevier County, Arkansas",5543,3603,117,3.25 ,44,1.22 ,143,3.97 ,213,5.91,98,2.72,356,9.88,397,11.02,861,23.9,419,11.63,634,17.6,321,8.91
05135,"Sharp County, Arkansas",6901,5537,177,3.20 ,142,2.56 ,287,5.18 ,267,4.82,380,6.86,801,14.47,965,17.43,1039,18.76,649,11.72,441,7.96,389,7.03
05137,"Stone County, Arkansas",4731,3421,72,2.10 ,53,1.55 ,189,5.52 ,217,6.34,279,8.16,471,13.77,503,14.7,675,19.73,508,14.85,340,9.94,114,3.33
05139,"Union County, Arkansas",14940,10868,632,5.82 ,136,1.25 ,381,3.51 ,440,4.05,569,5.24,1081,9.95,1430,13.16,1860,17.11,1193,10.98,1538,14.15,1608,14.8
05141,"Van Buren County, Arkansas",6833,5405,129,2.39 ,94,1.74 ,213,3.94 ,359,6.64,320,5.92,640,11.84,931,17.22,1052,19.46,627,11.6,710,13.14,330,6.11
05143,"Washington County, Arkansas",93781,51179,765,1.49 ,361,0.71 ,1196,2.34 ,985,1.92,1373,2.68,2156,4.21,5854,11.44,8822,17.24,7751,15.14,10090,19.72,11826,23.11
05145,"White County, Arkansas",28788,19105,481,2.52 ,190,0.99 ,577,3.02 ,799,4.18,679,3.55,1801,9.43,2420,12.67,3980,20.83,2957,15.48,3100,16.23,2121,11.1
05147,"Woodruff County, Arkansas",2626,1814,12,0.66 ,16,0.88 ,133,7.33 ,88,4.85,123,6.78,160,8.82,180,9.92,308,16.98,398,21.94,181,9.98,215,11.85
05149,"Yell County, Arkansas",7751,5311,69,1.30 ,167,3.14 ,116,2.18 ,269,5.06,199,3.75,579,10.9,617,11.62,1002,18.87,1139,21.45,823,15.5,331,6.23
06001,"Alameda County, California",585818,317451,4231,1.33 ,1911,0.60 ,3577,1.13 ,3587,1.13,3922,1.24,9236,2.91,13818,4.35,25151,7.92,27003,8.51,49531,15.6,175484,55.28
06003,"Alpine County, California",435,360,5,1.39 ,1,0.28 ,10,2.78 ,8,2.22,7,1.94,15,4.17,30,8.33,59,16.39,19,5.28,99,27.5,107,29.72
06005,"Amador County, California",15745,12440,427,3.43 ,155,1.25 ,200,1.61 ,225,1.81,402,3.23,679,5.46,1384,11.13,1996,16.05,1948,15.66,2239,18,2785,22.39
06007,"Butte County, California",83319,48424,1221,2.52 ,513,1.06 ,1002,2.07 ,1553,3.21,1581,3.26,3441,7.11,4477,9.25,6087,12.57,6544,13.51,9716,20.06,12289,25.38
06009,"Calaveras County, California",17198,14114,417,2.95 ,118,0.84 ,353,2.50 ,355,2.52,481,3.41,1033,7.32,1483,10.51,2217,15.71,2073,14.69,2429,17.21,3155,22.35
06011,"Colusa County, California",7432,4686,129,2.75 ,32,0.68 ,128,2.73 ,242,5.16,152,3.24,285,6.08,421,8.98,651,13.89,807,17.22,803,17.14,1036,22.11
06013,"Contra Costa County, California",408537,274388,3606,1.31 ,1921,0.70 ,3394,1.24 ,2879,1.05,3894,1.42,8327,3.03,14056,5.12,23594,8.6,26588,9.69,52936,19.29,133193,48.54
06015,"Del Norte County, California",9530,6492,33,0.51 ,32,0.49 ,326,5.02 ,223,3.43,230,3.54,497,7.66,709,10.92,1102,16.97,952,14.66,1383,21.3,1005,15.48
06017,"El Dorado County, California",75190,57235,1108,1.94 ,439,0.77 ,794,1.39 ,1339,2.34,950,1.66,2107,3.68,4248,7.42,6618,11.56,6742,11.78,11630,20.32,21260,37.15
06019,"Fresno County, California",318322,172455,3341,1.94 ,1755,1.02 ,3255,1.89 ,3814,2.21,4110,2.38,9537,5.53,15413,8.94,25058,14.53,24626,14.28,37147,21.54,44399,25.75
06021,"Glenn County, California",9742,5906,100,1.69 ,67,1.13 ,201,3.40 ,67,1.13,138,2.34,391,6.62,669,11.33,1063,18,867,14.68,1344,22.76,999,16.92
06023,"Humboldt County, California",54495,30965,854,2.76 ,387,1.25 ,1150,3.71 ,694,2.24,1011,3.26,2146,6.93,3463,11.18,4772,15.41,4489,14.5,6057,19.56,5942,19.19
06025,"Imperial County, California",47024,27122,536,1.98 ,452,1.67 ,668,2.46 ,1066,3.93,1295,4.77,1955,7.21,2986,11.01,4429,16.33,3660,13.49,6285,23.17,3790,13.97
06027,"Inyo County, California",7849,5178,242,4.67 ,68,1.31 ,197,3.80 ,255,4.92,221,4.27,301,5.81,806,15.57,715,13.81,697,13.46,765,14.77,911,17.59
06029,"Kern County, California",277499,165473,3485,2.11 ,1969,1.19 ,4795,2.90 ,4249,2.57,4607,2.78,11202,6.77,15801,9.55,27024,16.33,23099,13.96,33274,20.11,35968,21.74
06031,"Kings County, California",43594,23924,376,1.57 ,291,1.22 ,325,1.36 ,638,2.67,565,2.36,1173,4.9,2760,11.54,3655,15.28,4021,16.81,4988,20.85,5132,21.45
06033,"Lake County, California",26487,18420,496,2.69 ,207,1.12 ,667,3.62 ,1023,5.55,677,3.68,1670,9.07,2193,11.91,3255,17.67,2184,11.86,2963,16.09,3085,16.75
06035,"Lassen County, California",8925,6131,159,2.59 ,112,1.83 ,153,2.50 ,246,4.01,217,3.54,436,7.11,805,13.13,1139,18.58,768,12.53,1288,21.01,808,13.18
06037,"Los Angeles County, California",3363093,1552164,28820,1.86 ,16541,1.07 ,27101,1.75 ,25588,1.65,30578,1.97,63671,4.1,97055,6.25,180392,11.62,177669,11.45,315574,20.33,589175,37.96
06039,"Madera County, California",43857,28719,698,2.43 ,295,1.03 ,740,2.58 ,598,2.08,712,2.48,1524,5.31,2584,9,4269,14.86,4791,16.68,5955,20.74,6553,22.82
06041,"Marin County, California",103709,66444,878,1.32 ,587,0.88 ,686,1.03 ,693,1.04,936,1.41,1689,2.54,3161,4.76,4585,6.9,5078,7.64,9506,14.31,38645,58.16
06043,"Mariposa County, California",7597,5604,98,1.75 ,82,1.46 ,247,4.41 ,195,3.48,110,1.96,656,11.71,455,8.12,1136,20.27,701,12.51,944,16.85,980,17.49
06045,"Mendocino County, California",34557,21044,544,2.59 ,302,1.44 ,645,3.07 ,643,3.06,785,3.73,1447,6.88,2329,11.07,3295,15.66,2943,13.98,3948,18.76,4163,19.78
06047,"Merced County, California",82760,44156,940,2.13 ,674,1.53 ,978,2.21 ,1247,2.82,1501,3.4,2692,6.1,4198,9.51,7244,16.41,7452,16.88,8948,20.26,8282,18.76
06049,"Modoc County, California",3403,2557,53,2.07 ,5,0.20 ,52,2.03 ,118,4.61,117,4.58,236,9.23,453,17.72,544,21.27,401,15.68,347,13.57,231,9.03
06051,"Mono County, California",5473,3743,45,1.20 ,47,1.26 ,147,3.93 ,16,0.43,192,5.13,161,4.3,151,4.03,693,18.51,372,9.94,1156,30.88,763,20.38
06053,"Monterey County, California",130973,68359,804,1.18 ,594,0.87 ,850,1.24 ,883,1.29,1158,1.69,3061,4.48,4506,6.59,7785,11.39,8928,13.06,15438,22.58,24352,35.62
06055,"Napa County, California",49218,32076,607,1.89 ,385,1.20 ,444,1.38 ,487,1.52,470,1.47,1210,3.77,1964,6.12,3540,11.04,3035,9.46,6660,20.76,13274,41.38
06057,"Nevada County, California",41415,31000,696,2.25 ,362,1.17 ,770,2.48 ,538,1.74,803,2.59,2044,6.59,3021,9.75,4136,13.34,3966,12.79,5893,19.01,8771,28.29
06059,"Orange County, California",1066286,602959,10517,1.74 ,5832,0.97 ,7854,1.30 ,6843,1.13,9061,1.5,19637,3.26,31883,5.29,57031,9.46,57730,9.57,116121,19.26,280450,46.51
06061,"Placer County, California",152537,112597,2388,2.12 ,757,0.67 ,1126,1.00 ,1628,1.45,1603,1.42,4643,4.12,6744,5.99,11528,10.24,11281,10.02,23510,20.88,47389,42.09
06063,"Plumas County, California",8104,6023,253,4.20 ,91,1.51 ,81,1.34 ,96,1.59,204,3.39,422,7.01,702,11.66,1082,17.96,782,12.98,1044,17.33,1266,21.02
06065,"Riverside County, California",749976,513821,10181,1.98 ,5880,1.14 ,9693,1.89 ,11541,2.25,12420,2.42,26790,5.21,40728,7.93,70179,13.66,67999,13.23,111462,21.69,146948,28.6
06067,"Sacramento County, California",563856,328664,5314,1.62 ,3883,1.18 ,4573,1.39 ,5583,1.7,5757,1.75,13159,4,23490,7.15,42950,13.07,42876,13.05,74709,22.73,106370,32.36
06069,"San Benito County, California",19852,13087,138,1.05 ,66,0.50 ,162,1.24 ,131,1,138,1.05,375,2.87,797,6.09,1476,11.28,1634,12.49,2945,22.5,5225,39.93
06071,"San Bernardino County, California",659928,403105,6894,1.71 ,4263,1.06 ,7924,1.97 ,8033,1.99,8904,2.21,21493,5.33,32587,8.08,61220,15.19,55458,13.76,89133,22.11,107196,26.59
06073,"San Diego County, California",1149157,623317,10428,1.67 ,5412,0.87 ,8058,1.29 ,9756,1.57,11246,1.8,22075,3.54,36163,5.8,66126,10.61,66867,10.73,130087,20.87,257099,41.25
06075,"San Francisco County, California",360842,139117,2866,2.06 ,953,0.69 ,2068,1.49 ,1607,1.16,1742,1.25,4340,3.12,5455,3.92,10790,7.76,12116,8.71,18858,13.56,78322,56.3
06077,"San Joaquin County, California",237423,142391,2504,1.76 ,1814,1.27 ,2218,1.56 ,2527,1.77,3260,2.29,6985,4.91,9720,6.83,19834,13.93,19088,13.41,31189,21.9,43252,30.38
06079,"San Luis Obispo County, California",108099,67031,1200,1.79 ,737,1.10 ,1199,1.79 ,1309,1.95,1187,1.77,3349,5,4840,7.22,7871,11.74,8092,12.07,13902,20.74,23345,34.83
06081,"San Mateo County, California",264323,157368,2069,1.31 ,728,0.46 ,1661,1.06 ,1507,0.96,1950,1.24,3627,2.3,6529,4.15,12081,7.68,11559,7.35,23030,14.63,92627,58.86
06083,"Santa Barbara County, California",148032,78168,1397,1.79 ,752,0.96 ,1227,1.57 ,1384,1.77,1275,1.63,2651,3.39,5301,6.78,8463,10.83,8917,11.41,15587,19.94,31214,39.93
06085,"Santa Clara County, California",650352,361551,4255,1.18 ,1697,0.47 ,3166,0.88 ,3271,0.9,4607,1.27,8982,2.48,13310,3.68,25577,7.07,25326,7,50626,14,220734,61.05
06087,"Santa Cruz County, California",96487,57852,975,1.69 ,532,0.92 ,565,0.98 ,1166,2.02,1201,2.08,2029,3.51,3471,6,5654,9.77,5740,9.92,10583,18.29,25936,44.83
06089,"Shasta County, California",71107,46257,992,2.14 ,584,1.26 ,1084,2.34 ,1247,2.7,1866,4.03,3092,6.68,4851,10.49,7088,15.32,6981,15.09,8768,18.95,9704,20.98
06091,"Sierra County, California",1135,940,11,1.17 ,45,4.79 ,31,3.30 ,75,7.98,10,1.06,84,8.94,84,8.94,207,22.02,93,9.89,126,13.4,174,18.51
06093,"Siskiyou County, California",18768,12744,411,3.23 ,277,2.17 ,446,3.50 ,631,4.95,525,4.12,1097,8.61,1576,12.37,2654,20.83,1495,11.73,2032,15.94,1600,12.55
06095,"Solano County, California",154987,97692,1738,1.78 ,1001,1.02 ,894,0.92 ,1420,1.45,1355,1.39,3524,3.61,6244,6.39,11102,11.36,13168,13.48,22121,22.64,35125,35.95
06097,"Sonoma County, California",189653,116921,1918,1.64 ,1004,0.86 ,1279,1.09 ,1728,1.48,2431,2.08,4436,3.79,7622,6.52,13348,11.42,13493,11.54,23704,20.27,45958,39.31
06099,"Stanislaus County, California",175747,106359,1866,1.75 ,933,0.88 ,1540,1.45 ,2487,2.34,2449,2.3,5987,5.63,9867,9.28,16603,15.61,15569,14.64,23102,21.72,25956,24.4
06101,"Sutter County, California",33041,19680,212,1.08 ,295,1.50 ,412,2.09 ,392,1.99,498,2.53,1073,5.45,1655,8.41,3033,15.41,2516,12.78,4435,22.54,5159,26.21
06103,"Tehama County, California",24623,16520,451,2.73 ,332,2.01 ,608,3.68 ,402,2.43,607,3.67,1424,8.62,1901,11.51,2831,17.14,2187,13.24,3021,18.29,2756,16.68
06105,"Trinity County, California",5483,3883,145,3.73 ,223,5.74 ,46,1.18 ,172,4.43,320,8.24,349,8.99,598,15.4,575,14.81,498,12.83,343,8.83,614,15.81
06107,"Tulare County, California",140670,82078,1827,2.23 ,1038,1.26 ,1734,2.11 ,2028,2.47,1965,2.39,5230,6.37,8714,10.62,15099,18.4,12242,14.92,16030,19.53,16171,19.7
06109,"Tuolumne County, California",22831,16991,335,1.97 ,174,1.02 ,496,2.92 ,498,2.93,441,2.6,917,5.4,1651,9.72,3037,17.87,2523,14.85,3576,21.05,3343,19.68
06111,"Ventura County, California",275653,176575,2597,1.47 ,1752,0.99 ,1440,0.82 ,2181,1.24,2446,1.39,6297,3.57,10971,6.21,19618,11.11,20793,11.78,36076,20.43,72404,41
06113,"Yolo County, California",76107,39712,528,1.33 ,376,0.95 ,591,1.49 ,615,1.55,373,0.94,1427,3.59,1951,4.91,4193,10.56,4669,11.76,8370,21.08,16619,41.85
06115,"Yuba County, California",27567,16928,374,2.21 ,128,0.76 ,313,1.85 ,413,2.44,714,4.22,836,4.94,1657,9.79,2900,17.13,2432,14.37,3794,22.41,3367,19.89
08001,"Adams County, Colorado",181211,123826,1512,1.22 ,827,0.67 ,1784,1.44 ,1470,1.19,2104,1.7,5368,4.34,9061,7.32,18279,14.76,19204,15.51,30383,24.54,33834,27.32
08003,"Alamosa County, Colorado",6471,3702,75,2.03 ,13,0.35 ,162,4.38 ,118,3.19,113,3.05,218,5.89,566,15.29,755,20.39,561,15.15,475,12.83,646,17.45
08005,"Arapahoe County, Colorado",250751,162810,2196,1.35 ,1416,0.87 ,2188,1.34 ,1722,1.06,2508,1.54,5493,3.37,10767,6.61,21591,13.26,20370,12.51,36426,22.37,58133,35.71
08007,"Archuleta County, Colorado",5738,4349,29,0.67 ,65,1.49 ,132,3.04 ,136,3.13,185,4.25,142,3.27,741,17.04,777,17.87,544,12.51,909,20.9,689,15.84
08009,"Baca County, Colorado",1586,1169,24,2.05 ,28,2.40 ,121,10.35 ,52,4.45,50,4.28,123,10.52,132,11.29,190,16.25,154,13.17,195,16.68,100,8.55
08011,"Bent County, Colorado",1808,1114,26,2.33 ,8,0.72 ,48,4.31 ,84,7.54,101,9.07,103,9.25,91,8.17,271,24.33,193,17.32,136,12.21,53,4.76
08013,"Boulder County, Colorado",133390,83066,1813,2.18 ,546,0.66 ,947,1.14 ,1299,1.56,1152,1.39,2963,3.57,4323,5.2,8664,10.43,8887,10.7,16745,20.16,35727,43.01
08014,"Broomfield County, Colorado",30103,19247,203,1.05 ,46,0.24 ,90,0.47 ,67,0.35,225,1.17,391,2.03,909,4.72,1911,9.93,1870,9.72,4211,21.88,9324,48.44
08015,"Chaffee County, Colorado",9066,6309,151,2.39 ,58,0.92 ,391,6.20 ,276,4.37,117,1.85,413,6.55,574,9.1,1150,18.23,953,15.11,1020,16.17,1206,19.12
08017,"Cheyenne County, Colorado",740,584,25,4.28 ,11,1.88 ,23,3.94 ,16,2.74,13,2.23,42,7.19,56,9.59,101,17.29,107,18.32,108,18.49,82,14.04
08019,"Clear Creek County, Colorado",4589,3672,23,0.63 ,5,0.14 ,67,1.82 ,42,1.14,86,2.34,104,2.83,355,9.67,720,19.61,330,8.99,771,21,1169,31.84
08021,"Conejos County, Colorado",3087,2438,79,3.24 ,69,2.83 ,94,3.86 ,132,5.41,127,5.21,280,11.48,507,20.8,350,14.36,299,12.26,365,14.97,136,5.58
08023,"Costilla County, Colorado",1530,1167,84,7.20 ,82,7.03 ,140,12.00 ,15,1.29,26,2.23,194,16.62,124,10.63,203,17.4,131,11.23,79,6.77,89,7.63
08025,"Crowley County, Colorado",1315,936,10,1.07 ,19,2.03 ,89,9.51 ,28,2.99,42,4.49,159,16.99,156,16.67,175,18.7,95,10.15,91,9.72,72,7.69
08027,"Custer County, Colorado",2181,1897,5,0.26 ,16,0.84 ,48,2.53 ,68,3.58,145,7.64,135,7.12,186,9.8,415,21.88,285,15.02,384,20.24,210,11.07
08029,"Delta County, Colorado",12263,9328,252,2.70 ,92,0.99 ,253,2.71 ,527,5.65,327,3.51,819,8.78,1170,12.54,1776,19.04,1591,17.06,1472,15.78,1049,11.25
08031,"Denver County, Colorado",322964,159483,2643,1.66 ,1610,1.01 ,2290,1.44 ,2533,1.59,2690,1.69,6496,4.07,11253,7.06,19050,11.94,18159,11.39,30704,19.25,62055,38.91
08033,"Dolores County, Colorado",1185,1020,36,3.53 ,5,0.49 ,126,12.35 ,14,1.37,4,0.39,120,11.76,90,8.82,148,14.51,76,7.45,249,24.41,152,14.9
08035,"Douglas County, Colorado",131971,102929,1048,1.02 ,454,0.44 ,508,0.49 ,727,0.71,738,0.72,1982,1.93,3441,3.34,7300,7.09,10015,9.73,22322,21.69,54394,52.85
08037,"Eagle County, Colorado",20084,13774,371,2.69 ,155,1.13 ,178,1.29 ,184,1.34,304,2.21,458,3.33,854,6.2,1651,11.99,1707,12.39,2670,19.38,5242,38.06
08039,"Elbert County, Colorado",9514,8881,109,1.23 ,25,0.28 ,96,1.08 ,139,1.57,122,1.37,288,3.24,452,5.09,896,10.09,1066,12,2038,22.95,3650,41.1
08041,"El Paso County, Colorado",276371,183106,3356,1.83 ,1481,0.81 ,2220,1.21 ,3451,1.88,3031,1.66,8215,4.49,13465,7.35,28163,15.38,25608,13.99,41799,22.83,52317,28.57
08043,"Fremont County, Colorado",17677,13326,380,2.85 ,122,0.92 ,524,3.93 ,480,3.6,541,4.06,1196,8.97,1843,13.83,2208,16.57,2073,15.56,2443,18.33,1516,11.38
08045,"Garfield County, Colorado",22390,15653,187,1.19 ,237,1.51 ,328,2.10 ,374,2.39,395,2.52,869,5.55,1109,7.08,2234,14.27,2336,14.92,3839,24.53,3745,23.93
08047,"Gilpin County, Colorado",2853,2243,61,2.72 ,7,0.31 ,87,3.88 ,28,1.25,30,1.34,54,2.41,157,7,328,14.62,265,11.81,465,20.73,761,33.93
08049,"Grand County, Colorado",6238,4535,49,1.08 ,46,1.01 ,61,1.35 ,82,1.81,155,3.42,392,8.64,466,10.28,656,14.47,592,13.05,1113,24.54,923,20.35
