FIPS,STATE,COUNTY,Geographic Area Name,Utility Name,Latitude,Longitude,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage of Less than 10,000 (Income)","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more (Income)",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income), Percentage of Below Poverty Level All People (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)","Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill,Year
47171,Tennessee,Unicoi,"Unicoi County, Tennessee",,,,5.43,45.8,8.57,5.12,13.08,10.74,12.58,17.85,11.72,13.35,3.7,3.29,46.37,6.28,4.27,17.08,13.4,4.1,1.6,3.06,3.44,4.72,11.28,10.94,21.17,13.38,17.09,9.21,Combined,4000,80,960,2022
47173,Tennessee,Union,"Union County, Tennessee",,,,5.71,46.19,4.69,6.4,10.59,7.93,16.67,18.55,12.65,13.8,4.58,4.14,41.5,8.33,2.5,17.74,13.8,2.17,1.22,4.31,4.01,5.21,7.51,18.18,18.07,15.12,14.48,9.72,Combined,4000,80,960,2022
47175,Tennessee,Van Buren,"Van Buren County, Tennessee",,,,4.08,50.5,8.13,7.27,9.45,15.2,12.57,16.8,9.82,14.54,5.3,0.9,44.82,7.64,1.11,21.28,11.6,3.07,1.64,2.97,4.81,2.76,17.38,14.26,16.62,12.07,17.33,7.11,Combined,4000,80,960,2022
47177,Tennessee,Warren,"Warren County, Tennessee",,,,3.89,43.62,5.69,5.16,12.3,9.87,14.07,22.08,13.43,10.59,4.24,2.59,37.21,6.99,1.35,14.99,14,2.58,1.94,3.28,4.65,3.67,8.03,15.31,22.41,16.25,12.82,9.06,Combined,4000,80,960,2022
47179,Tennessee,Washington,"Washington County, Tennessee",,,,4.96,40.28,6.02,6.34,9.6,8.57,13.05,17.77,12.34,13.76,6.17,6.38,35.83,5.54,1.58,9.59,10.8,1.46,1.95,2.8,2.6,3.85,5.48,12.99,19.38,14.95,17.53,17.02,Combined,4000,80,960,2022
47185,Tennessee,White,"White County, Tennessee",,,,5.41,46.04,4.12,7.82,10.52,12.24,16.86,17.07,15.93,10.26,2.56,2.62,43.8,5.88,1.43,14.85,14.1,2.56,1.16,6.54,3.18,4.19,12.91,17.17,16.66,18.13,10.99,6.5,Combined,4000,80,960,2022
51005,Virginia,Alleghany (+ Covington city),"Alleghany County, Virginia",,,,3.7,50.11,8.29,7.24,9.87,9.62,12.01,20.67,9.95,13.98,4.95,3.41,44.73,5.56,1.89,9.11,8.9,5.6,1.31,6.72,3.01,3.73,9.2,11.73,23.16,10.74,15.22,9.56,Combined,4000,80,960,2022
51017,Virginia,Bath,"Bath County, Virginia",,,,2.01,48.91,6.09,7.35,12.23,7.09,12.97,16.33,14.8,10.18,6.04,6.93,46.93,2.78,0.52,10.45,16.1,4.58,0,6.79,7.01,7.01,3.62,7.38,12.1,19.48,13.8,18.23,Combined,4000,80,960,2022
51021,Virginia,Bland,"Bland County, Virginia",,,,3.35,56.5,2.64,5.5,6.31,7.96,15.39,23.76,15.75,16.02,4.56,2.1,46.13,3.67,1.34,5.82,7.3,1.42,1.21,4.31,1.73,2.84,8.72,12.39,23.63,18.12,17.8,7.83,Combined,4000,80,960,2022
51023,Virginia,Botetourt,"Botetourt County, Virginia",,,,3.09,40.6,3.35,2.76,6.7,6.11,10.15,19.71,14.25,19.56,8.93,8.49,40.53,3.17,1.35,2.73,5.1,1.22,2.14,2.78,2.28,2.98,5.77,9.47,17.89,14.93,21.47,19.07,Combined,4000,80,960,2022
51027,Virginia,Buchanan,"Buchanan County, Virginia",,,,5.97,63.33,8.51,6.11,17.44,11.61,17.71,14.87,9.7,11.29,1.08,1.68,54.8,9.69,3.46,21.11,23.4,3.19,2.48,4.64,7.9,6.85,11.93,19.05,16.35,10.56,13.67,3.38,Combined,4000,80,960,2022
51035,Virginia,Carroll (+ Galax city),"Carroll County, Virginia",,,,4.82,47.57,7.23,5.43,10.12,14.72,13.11,17.82,12.95,13.56,2.9,2.17,47.25,5.38,2.3,14.15,12.7,2.73,2.02,4.55,5.42,3.97,14.03,13.4,18.46,14.88,15.2,5.35,Combined,4000,80,960,2022
51045,Virginia,Craig,"Craig County, Virginia",,,,1.87,45.99,4.75,0.39,12.43,4.36,13.26,21.71,9.72,21.16,7.13,5.08,36.13,4.42,2.6,15.25,6.3,0.68,0,0.27,1.5,13.45,4.3,12.42,24.37,11.74,16.18,15.09,Combined,4000,80,960,2022
51051,Virginia,Dickenson,"Dickenson County, Virginia",,,,3.41,60.4,9.07,10.97,14.22,10.32,14.96,14.38,10.72,10.84,3.14,1.39,52.88,10.59,3.54,24.28,18.1,3.83,2.36,6.91,7.05,6.73,9.55,15.53,16.65,13.24,12.75,5.37,Combined,4000,80,960,2022
51063,Virginia,Floyd,"Floyd County, Virginia",,,,2.63,39.89,8.07,2.79,12.56,6.72,13,16.21,16.14,15.03,6.84,2.64,40.77,3.14,1.5,5.79,5.4,3.24,4.25,2.98,5.17,6.15,5.97,11.18,17.76,17.26,16.46,9.58,Combined,4000,80,960,2022
51071,Virginia,Giles,"Giles County, Virginia",,,,2.18,44.22,4.13,3.3,9.18,10.54,9.6,26.08,13.72,14.83,5.81,2.82,38.67,4.98,1.42,7.17,6.5,1.54,0.73,2.2,6.35,2.72,8.87,10.11,27.18,13.79,16.53,9.98,Combined,4000,80,960,2022
51077,Virginia,Grayson,"Grayson County, Virginia",,,,4.25,52.13,4.77,7.94,16.22,9.42,17.03,18.17,11.91,9.14,3.29,2.13,49.95,8.52,4.07,16.49,14.4,1.61,1.73,5.8,8.39,7.41,8.21,16.64,20.33,13.75,10.71,5.43,Combined,4000,80,960,2022
51089,Virginia,Henry (+ Martinsville city),"Henry County, Virginia",,,,5.23,48.88,6.21,7.8,13.26,12.34,16.31,18.09,10.85,10.33,3.34,1.47,46.99,6.33,4.47,15.59,12.3,2.56,1.53,6.35,5.94,5.21,11.23,17.19,18.99,12.4,12.96,5.63,Combined,4000,80,960,2022
51091,Virginia,Highland,"Highland County, Virginia",,,,14.66,52.19,1.58,2.37,8.68,15.38,13.02,25.44,11.44,14.6,4.83,2.66,56.71,7.99,0.39,3.94,4.3,0.68,0.91,0.8,4.45,2.28,13.7,12.56,27.85,12.56,16.21,7.99,Combined,4000,80,960,2022
51105,Virginia,Lee,"Lee County, Virginia",,,,8.09,58.08,10.19,8.72,16.11,9.62,11.42,17.37,12.85,7.94,3.52,2.25,50.66,11.44,3.44,24.98,22.3,3.71,2.61,5.61,4.78,7.19,7.03,13.5,21.96,16.67,9.64,7.29,Combined,4000,80,960,2022
51121,Virginia,Montgomery (+ Radford city),"Montgomery County, Virginia",,,,3.29,44.11,12.45,3.46,7.01,8.15,9.67,17.05,11.28,15.8,7.15,7.98,25.71,3.25,1.41,4.76,9.1,1.53,1.37,1.18,2.13,2.41,5.65,8.74,15.75,14.33,22.15,24.77,Combined,4000,80,960,2022
51141,Virginia,Patrick,"Patrick County, Virginia",,,,2.25,49.8,6.26,7.15,9.23,10.89,17.12,13.22,11.88,12.29,5.63,6.34,50.06,7.39,3.05,9.65,7.1,2.98,1.53,5.11,6.24,1.17,10.86,18.11,12.9,13.58,14.58,12.93,Combined,4000,80,960,2022
51155,Virginia,Pulaski,"Pulaski County, Virginia",,,,3.28,45.23,6.9,4.23,8.21,10.08,10.65,22.67,13.5,14.06,4.73,4.96,40.51,4.78,1.72,12.51,8.8,2.17,1.09,2.44,2.92,3.59,9.3,10.77,23.03,14.7,17.61,12.37,Combined,4000,80,960,2022
51163,Virginia,Rockbridge (+ Buena Vista city + Lexington city),"Rockbridge County, Virginia",,,,3.93,44.69,3.68,3.07,8.02,12.43,13.07,18.19,14.52,12.25,8.83,5.95,46.62,4.79,3.36,10,5.7,1.84,0.82,2.88,3.39,4.15,9.34,12.78,18.67,15.19,12.53,18.41,Combined,4000,80,960,2022
51167,Virginia,Russell,"Russell County, Virginia",,,,5.89,56.64,7.43,6.56,13.53,13.18,14.32,17.47,10.87,10.39,3.25,3,49.84,9.84,3.87,17.6,14.3,2.97,1.87,6.17,3.2,7.09,12.07,13.31,19.73,12.78,12.57,8.24,Combined,4000,80,960,2022
51169,Virginia,Scott,"Scott County, Virginia",,,,3.41,54.58,9.73,7.07,14.96,7.91,15.56,17.19,10.38,10.7,4.62,1.89,50.66,8.57,3,19.21,12.1,4.16,2.85,6.31,6.61,7.13,8.15,14.42,19.38,10.14,12.81,8.02,Combined,4000,80,960,2022
51173,Virginia,Smyth,"Smyth County, Virginia",,,,3.26,50.28,7.49,6.14,14.94,11.77,14.97,16.96,11.29,11.04,2.87,2.54,44.98,8.46,3.73,15.63,14.2,2.4,1.8,3,7.11,6.09,9.91,15.59,19.42,13.55,14.11,7.01,Combined,4000,80,960,2022
51185,Virginia,Tazewell,"Tazewell County, Virginia",,,,5.69,54.45,6.73,7.37,11.49,11.6,15.47,16.01,10.58,13.87,3.68,3.2,48.06,7.87,3.52,14.05,14.9,2.55,1.33,5.73,5.54,5.46,11.8,13.64,17.54,10.8,16.68,8.92,Combined,4000,80,960,2022
51191,Virginia,Washington (+ Bristol city),"Washington County, Virginia",,,,4.16,45.57,3.98,5.39,9.82,11.29,12.21,17.88,12.7,16.49,5.43,4.82,45.54,6.87,2.33,11.49,8.2,1.86,1.14,4.7,3.54,5.17,8.94,12.57,17.56,13.51,18.58,12.43,Combined,4000,80,960,2022
51195,Virginia,Wise (+ Norton city),"Wise County, Virginia",,,,9.13,53.64,5.32,9.49,12.7,10.77,14.29,21.19,10.57,10.57,3.45,1.64,45.99,9.64,2.96,21.8,15.2,2.57,1.43,5.05,5.41,5.89,10.17,14.48,22.34,13.27,12.47,6.92,Combined,4000,80,960,2022
51197,Virginia,Wythe,"Wythe County, Virginia",,,,5.17,43.73,7.4,5.77,9.9,10.83,13.35,17.7,14.83,13.62,3.5,3.1,43.08,4.56,2.62,11.26,13.9,2.77,1.35,4.43,4.81,2.59,9.43,12.05,19.93,17.62,16.99,8.05,Combined,4000,80,960,2022
54001,West Virginia,Barbour,"Barbour County, West Virginia",,,,10.15,50.13,7.95,6.43,11.61,11.78,19.12,18.64,6.89,11.85,3.94,1.8,46.04,6.13,0.98,15.91,18.8,4.39,2.51,5.61,3.63,6.14,12.33,19.66,18.05,7.06,13.02,7.59,Combined,4000,80,960,2022
54003,West Virginia,Berkeley,"Berkeley County, West Virginia",,,,4.63,33.63,3.61,3.21,5.44,8.13,10.67,20.39,15.98,17.63,8.91,6.03,29.76,5.44,2.51,10.97,8.1,1.26,1.19,1.79,1.7,1.83,6.99,9.87,20.16,17.14,19.77,18.31,Combined,4000,80,960,2022
54005,West Virginia,Boone,"Boone County, West Virginia",,,,9.8,55.77,5.44,8.27,9.93,10.45,11.39,16.54,14.34,17.94,4.4,1.29,53.59,9.32,11.3,22.13,12.8,2.31,1.12,4.67,5.25,3.5,10.51,11.76,17.06,15.56,21.19,7.07,Combined,4000,80,960,2022
54007,West Virginia,Braxton,"Braxton County, West Virginia",,,,14.38,57.37,6.44,6.59,13.73,13.84,17.47,20.04,10.05,8.04,2.76,1.05,50.45,7.64,2.65,15.79,15,3.49,1.37,5.48,4.46,9.05,14.29,19.16,18.67,11.42,8.11,4.49,Combined,4000,80,960,2022
54009,West Virginia,Brooke,"Brooke County, West Virginia",,,,5.71,46.04,4.29,4.88,10.21,11.38,18.08,15.71,14.93,13.37,4.92,2.23,44.51,4.83,2.7,16.14,6.8,0.98,1.1,4.13,3.1,4.8,9.64,14.03,19.13,17.59,15.95,9.55,Combined,4000,80,960,2022
54011,West Virginia,Cabell,"Cabell County, West Virginia",,,,6.06,44.53,9.56,7.45,11.42,9.92,12.19,17.77,10.79,11.02,4.86,5.02,36.67,8.08,3.65,15.82,13.4,2.54,1.4,3,3.99,4.48,9.67,11.86,20.53,13.51,14.81,14.21,Combined,4000,80,960,2022
54013,West Virginia,Calhoun,"Calhoun County, West Virginia",,,,12.25,57.59,8.94,9.6,17.84,9.6,17.96,17.26,7.24,2.65,7,1.9,52.9,10.14,1.78,23.88,29.7,3.92,0.16,9.16,6.36,8.05,10.75,21.4,20.13,6.41,3.39,10.28,Combined,4000,80,960,2022
54015,West Virginia,Clay,"Clay County, West Virginia",,,,11.22,55.44,9.7,4.85,17.42,11.1,11.41,20.56,9.25,6.91,6.35,2.44,48.31,10.54,3.14,28.66,21.1,4.05,2.6,3.46,5.38,9.48,12.97,12.12,21.21,10.37,8.11,10.24,Combined,4000,80,960,2022
54017,West Virginia,Doddridge,"Doddridge County, West Virginia",,,,4.32,54.6,1.36,6.1,13.13,9.51,14.46,16.84,8.61,16.29,3.75,9.94,50.36,6.57,0.94,8.53,13.1,1.04,0,5.08,6.69,5.84,10.11,13.24,16.71,8.07,17.99,15.23,Combined,4000,80,960,2022
54019,West Virginia,Fayette,"Fayette County, West Virginia",,,,7.46,53.83,7.17,9.73,10.33,10.33,12.34,20.13,11.96,13.28,2.53,2.2,47.34,8.65,5.74,23.21,18.1,3,2.1,5.72,3.57,5.39,9.62,13.11,21.47,13.9,16.14,5.97,Combined,4000,80,960,2022
54021,West Virginia,Gilmer,"Gilmer County, West Virginia",,,,7.1,60.06,6,5.91,11.35,11.07,13.98,22,12.52,13.27,1.92,1.97,45.92,6.75,0.75,14.73,8.2,2.78,1.45,3.85,0.57,7.95,11.24,14.58,21.15,14.02,17.17,5.24,Combined,4000,80,960,2022
54023,West Virginia,Grant,"Grant County, West Virginia",,,,5.32,42.31,6.59,4.95,10.41,11.75,14.23,22.33,11.8,12.26,2.5,3.17,41.78,6.23,4.66,13.75,6.2,2.72,1.71,4.52,3.65,3.98,11.1,14.34,25.89,11.31,13.71,7.06,Combined,4000,80,960,2022
54025,West Virginia,Greenbrier,"Greenbrier County, West Virginia",,,,4.3,48.81,6.6,6.59,13.05,10.92,17.19,17.05,11.81,9.83,3.12,3.83,44.85,6.27,2.12,16.2,15.7,1.57,1.26,3.89,6.38,5.31,9.87,16.52,19.87,13.97,12.16,9.2,Combined,4000,80,960,2022
54027,West Virginia,Hampshire,"Hampshire County, West Virginia",,,,8.48,50.87,4.66,6.98,12.37,9.97,12.93,20.3,9.46,16.8,4.12,2.42,51.13,5.02,1.86,12.93,15,2.39,1.27,4.51,5.9,6.4,9.13,14.3,18.73,9.84,19.82,7.7,Combined,4000,80,960,2022
54029,West Virginia,Hancock,"Hancock County, West Virginia",,,,8.46,43.33,3.66,6.55,10.12,10.7,13.59,18.04,12.86,16.7,3.59,4.18,43.77,5.86,2.68,16.09,9.1,1.71,0.72,3.24,2.76,4.8,9.98,13.81,18.58,13.76,20.54,10.11,Combined,4000,80,960,2022
54031,West Virginia,Hardy,"Hardy County, West Virginia",,,,4.56,42.6,5.49,5.28,9.63,9.39,20.94,19.23,10.07,13.12,3.41,3.43,45.3,4.16,8.82,16.5,15.5,2.16,2.95,3.69,1.64,6.12,9,20.13,19.8,9.74,16.18,8.59,Combined,4000,80,960,2022
54033,West Virginia,Harrison,"Harrison County, West Virginia",,,,5.35,42.79,5.5,5.11,10.05,10.11,13.67,17.46,11.67,14.84,6.03,5.55,39.11,7.3,3.49,13.21,10.3,2.36,1.38,3.33,4.23,4.08,8.21,12.62,18.36,13.14,17.47,14.8,Combined,4000,80,960,2022
54035,West Virginia,Jackson,"Jackson County, West Virginia",,,,3.58,53.15,6.29,6.5,8.74,11.86,14.44,16.04,10.72,13.68,6.26,5.47,45.35,9.43,3.83,18.99,16.7,2.3,2.47,4.28,3.9,3.78,9.12,12.45,18.32,11.92,16.17,15.3,Combined,4000,80,960,2022
54037,West Virginia,Jefferson,"Jefferson County, West Virginia",,,,4.85,36.65,4.08,3.23,6.15,4.98,7.78,13.21,14.03,21.59,11.07,13.88,34.23,4.85,2.3,11.19,6.4,1.56,1.24,1.94,1.43,2.81,2.87,5.75,13.05,14.41,24.91,30.03,Combined,4000,80,960,2022
54039,West Virginia,Kanawha,"Kanawha County, West Virginia",,,,5.44,44.86,6.5,5.75,10.96,9.21,13.37,18.22,11.54,13.32,5.35,5.77,40.69,6.84,3.45,15.45,13.5,1.81,1.53,3.22,3.68,3.72,8.84,12.91,19.95,13.41,16.12,14.82,Combined,4000,80,960,2022
54041,West Virginia,Lewis,"Lewis County, West Virginia",,,,8.65,47.47,7.06,6.52,12.44,10.92,12.69,14.67,11.96,13,4.5,6.23,37.62,8.04,3.28,22.11,13.5,1.21,1.41,4.08,6.11,4.38,10.29,13.23,15.42,13.19,16.92,13.77,Combined,4000,80,960,2022
54043,West Virginia,Lincoln,"Lincoln County, West Virginia",,,,5.95,57.02,6.87,7.9,14.34,9.59,9.94,23.59,9,12.73,3.77,2.28,50.33,8.13,9.41,25.14,16.6,4.9,1.96,4.41,7.66,4.65,9.47,11.8,22.11,9.65,15.92,7.46,Combined,4000,80,960,2022
54045,West Virginia,Logan,"Logan County, West Virginia",,,,13.3,58.71,8.94,7.25,14.02,11.51,15.73,13.39,9.33,12.57,4.65,2.62,53.96,8.55,2.59,27.73,20.5,4.77,1.66,5.43,6.36,5.87,11.75,16.8,14.44,10.53,14.93,7.45,Combined,4000,80,960,2022
54047,West Virginia,McDowell,"McDowell County, West Virginia",,,,15.09,74.8,14.1,15.12,15.43,13.76,11.58,13.12,7.94,7.64,0.79,0.52,56.8,15.01,4.63,37.35,30,6.6,4.04,11.81,7.53,9.41,12.11,13.38,15.42,9.73,8.26,1.7,Combined,4000,80,960,2022
54049,West Virginia,Marion,"Marion County, West Virginia",,,,6.39,41.18,4.95,4.23,10.51,8.46,12.58,20.08,13.32,16.93,5.09,3.86,39.9,7.1,2.22,15.44,12.2,1.44,1.72,2.6,2.78,5.07,7.92,11.06,20.7,14.78,20.19,11.74,Combined,4000,80,960,2022
54051,West Virginia,Marshall,"Marshall County, West Virginia",,,,3.95,46.42,5.75,5.88,13.06,10.29,9.14,19.42,9.89,15.83,6.56,4.18,42.36,4.77,1.71,17.41,12,2.64,1.3,4.45,5.41,4.39,10.67,9.22,22.35,9.34,17.98,12.26,Combined,4000,80,960,2022
54053,West Virginia,Mason,"Mason County, West Virginia",,,,2.94,53.44,7.76,3.39,11.74,10.59,15.03,17.48,13.75,9.76,5.44,5.06,42.92,7.4,3.12,16.17,13.7,4,2.16,2.76,5.22,5.44,11.24,15.7,17.81,14.18,10.12,11.38,Combined,4000,80,960,2022
54055,West Virginia,Mercer,"Mercer County, West Virginia",,,,4.19,50.27,5.06,6.97,13.39,13.3,15.29,15.41,13.63,10.41,3.11,3.42,46.01,9.09,1.91,23.44,15.2,2.29,1.64,3.86,4.56,6.68,13.03,13.75,17.17,15.83,12.83,8.35,Combined,4000,80,960,2022
54057,West Virginia,Mineral,"Mineral County, West Virginia",,,,5.79,44.41,4.12,6.54,9.03,7.39,11.43,16.46,19.35,16.07,5.58,4.02,44.64,5.52,7.86,14.91,10.3,2.13,0.69,3.52,3.49,5.26,5.57,9.21,16.99,22,19.71,11.43,Combined,4000,80,960,2022
54059,West Virginia,Mingo,"Mingo County, West Virginia",,,,11.19,62.42,11.48,13.14,13.41,8.45,13.2,15.98,9.78,10.12,3.46,0.99,50.78,17.97,5.08,34.32,24.3,6.38,2.17,11.34,6.91,4.61,9.05,12.96,18.25,9.75,12.49,6.09,Combined,4000,80,960,2022
54061,West Virginia,Monongalia,"Monongalia County, West Virginia",,,,5.65,36.5,9.13,4.73,8.9,9.61,10.03,15.42,10.07,14.35,8.82,8.94,24.38,3.48,2.68,8.26,10.3,1.46,1.05,1.62,2.26,2.24,6.52,8.09,15.39,12.73,19.81,28.82,Combined,4000,80,960,2022
54063,West Virginia,Monroe,"Monroe County, West Virginia",,,,10.63,49.4,5.18,6.09,9.73,10.53,15.58,21.39,15.12,10.55,3.61,2.22,58.03,6.27,3.76,14.99,9.5,0.8,4.26,4.21,3.44,4.42,11.4,15.03,23.47,15.37,10.63,6.95,Combined,4000,80,960,2022
54065,West Virginia,Morgan,"Morgan County, West Virginia",,,,5.1,43.82,4.15,3.83,6.56,10.22,12.55,23.24,14.82,16.79,4.49,3.35,48.19,5.15,2.92,11.98,7.4,2.1,1.08,2.96,2.37,2.82,8.14,10.98,24.33,16.87,19.12,9.23,Combined,4000,80,960,2022
54067,West Virginia,Nicholas,"Nicholas County, West Virginia",,,,6.63,51.76,6.18,7.15,12.04,11.7,13.98,16.56,13.53,12.46,3.37,3.03,50.91,7.59,2.15,22.6,12.1,4.24,0.88,5.17,3.89,4.98,11.87,14.77,16.94,14.8,14.61,7.86,Combined,4000,80,960,2022
54069,West Virginia,Ohio,"Ohio County, West Virginia",,,,5.28,43.29,6.72,7.17,10.72,8.86,12.78,13.43,13.04,14.68,6.35,6.26,42.95,5.75,2.06,16.01,9.3,1.77,1.41,2.44,2.74,3.92,7.81,12.6,14.18,16.42,19.71,16.99,Combined,4000,80,960,2022
54071,West Virginia,Pendleton,"Pendleton County, West Virginia",,,,7.31,48.47,4.24,5.17,10.84,10.04,18.47,19.82,14.27,12.16,3.18,1.82,53.2,4.7,8.47,12.92,13.3,2.61,2.15,2.71,3.12,5.73,9.46,19.44,20.15,14.32,14.27,6.04,Combined,4000,80,960,2022
54073,West Virginia,Pleasants,"Pleasants County, West Virginia",,,,7.24,48.02,4.06,4.42,10.05,12.75,9.61,18.3,10.67,18.93,6.65,4.57,38.91,5.22,3.58,13.92,4.6,1.75,0.43,3.25,3.08,3.59,12.95,9.88,18.55,12.27,21.12,13.13,Combined,4000,80,960,2022
54075,West Virginia,Pocahontas,"Pocahontas County, West Virginia",,,,8.05,58.23,5.12,5.79,16.44,13.39,15.28,20.16,10.88,7.39,3.42,2.13,54.42,8.34,2.41,20.87,18,2.85,1.81,6.39,7.75,6.35,13.69,13.61,21.69,12.41,8.35,5.1,Combined,4000,80,960,2022
54077,West Virginia,Preston,"Preston County, West Virginia",,,,7.16,49.68,6.13,5.47,8.19,9.15,11.89,19.55,13.87,16,5.75,3.99,42.49,8.74,2.05,17.36,10.5,2.4,1.84,3.83,3.27,3.68,8.84,12,19.81,14.64,18.08,11.61,Combined,4000,80,960,2022
54079,West Virginia,Putnam,"Putnam County, West Virginia",,,,3.78,41.4,3.46,3.28,6.31,8,12.06,16.63,12.18,21.27,8.87,7.95,37.08,2.85,2.86,11.23,9.3,1.19,0.46,2.61,1.8,2.47,7.38,11,16.59,13.7,23.13,19.67,Combined,4000,80,960,2022
54081,West Virginia,Raleigh,"Raleigh County, West Virginia",,,,7.12,51.93,10.58,6.16,12.42,10.59,11.23,15.38,11.51,14.76,4.12,3.25,48.54,7.05,1.91,19.22,19,4.41,3.39,3.97,4.89,5.91,10,11.17,17.2,13.09,16.91,9.04,Combined,4000,80,960,2022
54083,West Virginia,Randolph,"Randolph County, West Virginia",,,,7.3,51.04,6.26,9.1,12.39,7.5,14.12,17.15,12.79,12.69,5.27,2.73,45.13,8,2.01,16.33,11.9,1.74,2.37,6.45,4.98,4.1,7.07,14.54,18.42,15.8,14.82,9.73,Combined,4000,80,960,2022
54085,West Virginia,Ritchie,"Ritchie County, West Virginia",,,,3.58,57.29,5.34,9.61,8.29,9.82,18.21,19.34,12.37,7.74,5.8,3.47,48.17,11.94,5.71,16.46,17.6,1.79,2.31,8.16,3.99,3.15,10.06,17.31,20.71,13.65,8.6,10.28,Combined,4000,80,960,2022
54087,West Virginia,Roane,"Roane County, West Virginia",,,,11.73,59.19,7.6,7.47,14.72,12.69,18.22,12.87,10.97,10.2,2.27,2.98,49.94,11.76,3.86,22.65,18.4,3.47,2.01,5.64,3.76,7.08,9.98,21.76,15.87,11.09,13,6.34,Combined,4000,80,960,2022
54089,West Virginia,Summers,"Summers County, West Virginia",,,,7.64,62.72,3.46,8.77,17.67,10.1,14.79,18.18,10.06,12.94,1.82,2.21,62.8,9.98,1.74,23.72,18.4,0.96,0.54,6.09,3.4,13.25,10.83,17.44,20.24,11.77,10.37,5.11,Combined,4000,80,960,2022
54091,West Virginia,Taylor,"Taylor County, West Virginia",,,,9.33,45.81,5.16,6.06,10.82,11.4,14.04,17.05,9.1,16.25,5.52,4.6,40.88,7.67,1.82,17.5,13.3,2.34,0.33,5.97,2.86,5.87,10.69,15.67,16.43,10.78,17.62,11.43,Combined,4000,80,960,2022
54093,West Virginia,Tucker,"Tucker County, West Virginia",,,,6.57,45.89,4.83,5.75,10.12,10.93,14.63,18.16,13.5,12.45,5.68,3.95,49.89,6.42,0.88,11.5,5.7,2.24,1.49,4.75,2.86,3.82,10.59,14.63,18.41,15.07,14.59,11.56,Combined,4000,80,960,2022
54095,West Virginia,Tyler,"Tyler County, West Virginia",,,,4.93,54.38,7.09,7.09,5.97,11.4,10.24,18.15,13.47,18.79,4.92,2.88,52.75,6.85,4,15.3,7,4.74,1.45,5.05,3.6,1.68,11.44,9.26,18.71,14.08,21.19,8.8,Combined,4000,80,960,2022
54097,West Virginia,Upshur,"Upshur County, West Virginia",,,,5.8,47.8,6.65,7.31,10.59,11.51,14.1,16.3,12.71,12.07,6.03,2.73,39.4,5.83,0.85,16.76,14.4,1.88,1.72,6.68,4.04,5.95,9,11.98,17.69,14.65,15.09,11.32,Combined,4000,80,960,2022
54099,West Virginia,Wayne,"Wayne County, West Virginia",,,,5.05,53.29,7.51,6.29,12.61,9.68,11.95,18,12.26,13.18,3.79,4.73,44.54,9.87,2.97,18.54,14.2,2.49,2.13,4.83,6.73,5.16,9.79,12.34,16.96,13.74,15.01,10.82,Combined,4000,80,960,2022
54101,West Virginia,Webster,"Webster County, West Virginia",,,,11.12,56.65,9,9.83,12.66,7.74,17.54,18.31,8.31,13.16,2.16,1.3,53.95,10.5,4.49,28.8,13.9,2.75,3.47,3.81,6.02,8.01,8.22,17.58,21.02,8.56,16.14,4.41,Combined,4000,80,960,2022
54103,West Virginia,Wetzel,"Wetzel County, West Virginia",,,,6.08,53.87,7.01,5.27,11.88,9.11,15.85,16.23,14.64,11.96,3.69,4.37,45.81,7.76,2.17,17.78,11.8,3.95,1.25,3,4.52,6.97,7.33,14.73,18.03,17.37,13.17,9.68,Combined,4000,80,960,2022
54105,West Virginia,Wirt,"Wirt County, West Virginia",,,,2.61,51.63,4.7,6.42,11.63,8.84,16.05,18.85,13.17,14.33,3.21,2.79,53.98,5.96,3.86,26.01,18.1,1.87,0.55,3.19,7.37,4.24,8.09,16.79,21.41,14.91,14.47,7.1,Combined,4000,80,960,2022
54107,West Virginia,Wood,"Wood County, West Virginia",,,,5.25,44.78,5.67,5.72,11.5,11.01,12.66,17.52,11.73,14.8,5.16,4.23,39.73,8.47,2.85,16.47,10.8,2.25,1.78,3.3,4.18,4.56,8.69,12.45,18.62,13.87,18.34,11.95,Combined,4000,80,960,2022
